項次,清運序,行政區,清運路線名稱,清運點名稱,一般垃圾清運時間,廚餘回收清運時間,資源回收清運時間
4363,13,大溪區,東一區,普濟路84巷1號,星期一二四五六:18:42,星期一二四五六:18:42,星期一二四五六:18:42
4364,14,大溪區,東一區,勝利街7號,星期一二四五六:18:52,星期一二四五六:18:52,星期一二四五六:18:52
4365,15,大溪區,東一區,勝利路97巷37號,星期一二四五六:19:00,星期一二四五六:19:00,星期一二四五六:19:00
4366,16,大溪區,東一區,勝利路155號,星期一二四五六:19:06,星期一二四五六:19:06,星期一二四五六:19:06
4367,17,大溪區,東一區,瑞安路539號,星期一二四五六:19:17,星期一二四五六:19:17,星期一二四五六:19:17
4368,18,大溪區,東一區,瑞安路一段273號,星期一二四五六:19:23,星期一二四五六:19:23,星期一二四五六:19:23
4369,19,大溪區,東一區,瑞安路一段110號,星期一二四五六:19:25,星期一二四五六:19:25,星期一二四五六:19:25
4370,20,大溪區,東一區,瑞安路一段3巷206號,星期一二四五六:19:32,星期一二四五六:19:32,星期一二四五六:19:32
4371,1,大溪區,東二區,慈湖路102號,星期一二四五六:17:00,星期一二四五六:17:00,星期一二四五六:17:00
4372,2,大溪區,東二區,信義路19號,星期一二四五六:17:10,星期一二四五六:17:10,星期一二四五六:17:10
4373,3,大溪區,東二區,中華路85號,星期一二四五六:17:15,星期一二四五六:17:15,星期一二四五六:17:15
4374,4,大溪區,東二區,民權東路87號,星期一二四五六:17:25,星期一二四五六:17:25,星期一二四五六:17:25
4375,5,大溪區,東二區,民權東路16巷21弄20號,星期一二四五六:17:32,星期一二四五六:17:32,星期一二四五六:17:32
4376,6,大溪區,東二區,和一路2號,星期一二四五六:17:38,星期一二四五六:17:38,星期一二四五六:17:38
4377,7,大溪區,東二區,東二路20號,星期一二四五六:17:43,星期一二四五六:17:43,星期一二四五六:17:43
4378,8,大溪區,東二區,民權東路133巷27號,星期一二四五六:17:50,星期一二四五六:17:50,星期一二四五六:17:50
4379,9,大溪區,東二區,中華路42巷8弄6號,星期一二四五六:17:55,星期一二四五六:17:55,星期一二四五六:17:55
4380,10,大溪區,東二區,中華路52巷54號,星期一二四五六:17:58,星期一二四五六:17:58,星期一二四五六:17:58
4381,11,大溪區,東二區,東二路88號,星期一二四五六:18:05,星期一二四五六:18:05,星期一二四五六:18:05
4382,12,大溪區,東二區,文化路104號,星期一二四五六:18:17,星期一二四五六:18:17,星期一二四五六:18:17
4383,13,大溪區,東二區,文化路129巷22號,星期一二四五六:18:29,星期一二四五六:18:29,星期一二四五六:18:29
4384,14,大溪區,東二區,和二路79巷35號,星期一二四五六:18:35,星期一二四五六:18:35,星期一二四五六:18:35
4385,15,大溪區,東二區,中正東路22巷19號,星期一二四五六:18:40,星期一二四五六:18:40,星期一二四五六:18:40
4386,16,大溪區,東二區,信義路158號,星期一二四五六:18:55,星期一二四五六:18:55,星期一二四五六:18:55
4387,17,大溪區,東二區,信義路525巷10弄4-1號,星期一二四五六:19:10,星期一二四五六:19:10,星期一二四五六:19:10
4388,18,大溪區,東二區,信義路615巷621號,星期一二四五六:19:43,星期一二四五六:19:43,星期一二四五六:19:43
4389,19,大溪區,東二區,信義路523號,星期一二四五六:19:45,星期一二四五六:19:45,星期一二四五六:19:45
4390,1,大溪區,東三區,康莊路三段36號,星期一二四五六:17:00,星期一二四五六:17:00,星期一二四五六:17:00
4391,2,大溪區,東三區,康莊路519號,星期一二四五六:17:05,星期一二四五六:17:05,星期一二四五六:17:05
4392,3,大溪區,東三區,復興路172號,星期一二四五六:17:15,星期一二四五六:17:15,星期一二四五六:17:15
4393,4,大溪區,東三區,金城路19號,星期一二四五六:17:25,星期一二四五六:17:25,星期一二四五六:17:25
4394,5,大溪區,東三區,文化路153巷7號,星期一二四五六:17:35,星期一二四五六:17:35,星期一二四五六:17:35
4395,6,大溪區,東三區,文化路168巷16號,星期一二四五六:17:42,星期一二四五六:17:42,星期一二四五六:17:42
4396,7,大溪區,東三區,文化路210號,星期一二四五六:17:52,星期一二四五六:17:52,星期一二四五六:17:52
4397,8,大溪區,東三區,文化路273巷51號,星期一二四五六:18:02,星期一二四五六:18:02,星期一二四五六:18:02
4398,9,大溪區,東三區,文化路273巷18弄7號,星期一二四五六:18:05,星期一二四五六:18:05,星期一二四五六:18:05
4399,10,大溪區,東三區,中華路456號,星期一二四五六:18:12,星期一二四五六:18:12,星期一二四五六:18:12
4400,11,大溪區,東三區,大漢街44巷5號,星期一二四五六:18:18,星期一二四五六:18:18,星期一二四五六:18:18
4401,12,大溪區,東三區,大漢街7號,星期一二四五六:18:20,星期一二四五六:18:20,星期一二四五六:18:20
4402,13,大溪區,東三區,大漢家園13號,星期一二四五六:18:30,星期一二四五六:18:30,星期一二四五六:18:30
4403,14,大溪區,東三區,康莊路431號,星期一二四五六:18:35,星期一二四五六:18:35,星期一二四五六:18:35
4404,15,大溪區,東三區,中華路435號,星期一二四五六:18:50,星期一二四五六:18:50,星期一二四五六:18:50
4405,16,大溪區,東三區,康莊路908號,星期一二四五六:19:02,星期一二四五六:19:02,星期一二四五六:19:02
4406,17,大溪區,東三區,安和路69號,星期一二四五六:19:22,星期一二四五六:19:22,星期一二四五六:19:22
4407,18,大溪區,東三區,內柵路二段135號,星期一二四五六:19:24,星期一二四五六:19:24,星期一二四五六:19:24
4408,19,大溪區,東三區,康莊路三段784號,星期一二四五六:19:35,星期一二四五六:19:35,星期一二四五六:19:35
4409,20,大溪區,東三區,康莊路五段691號,星期一二四五六:19:50,星期一二四五六:19:50,星期一二四五六:19:50
4410,1,大溪區,東五區(一四五),復興路一段98號,星期一四五:17:00,星期一四五:17:00,星期一二四五六:17:00
4411,2,大溪區,東五區(一四五),復興路一段342巷1號,星期一四五:17:05,星期一四五:17:05,星期一二四五六:17:05
4412,3,大溪區,東五區(一四五),復興路一段218巷100號,星期一四五:17:09,星期一四五:17:09,星期一二四五六:17:09
4413,4,大溪區,東五區(一四五),慈康路639巷51號,星期一四五:17:13,星期一四五:17:13,星期一二四五六:17:13
4414,5,大溪區,東五區(一四五),復興路一段906號,星期一四五:17:15,星期一四五:17:15,星期一二四五六:17:15
4415,6,大溪區,東五區(一四五),頭寮路210號,星期一四五:17:22,星期一四五:17:22,星期一二四五六:17:22
4416,7,大溪區,東五區(一四五),復興路一段1130號,星期一四五:17:25,星期一四五:17:25,星期一二四五六:17:25
4417,8,大溪區,東五區(一四五),復興路二段20號,星期一四五:17:32,星期一四五:17:32,星期一二四五六:17:32
4418,9,大溪區,東五區(一四五),復興路二段700號,星期一四五:17:41,星期一四五:17:41,星期一二四五六:17:41
4419,10,大溪區,東五區(一四五),復興路二段858號,星期一四五:17:43,星期一四五:17:43,星期一二四五六:17:43
4420,11,大溪區,東五區(一四五),三民路一段48號,星期一四五:17:45,星期一四五:17:45,星期一二四五六:17:45
4421,12,大溪區,東五區(一四五),三民路一段456號,星期一四五:17:48,星期一四五:17:48,星期一二四五六:17:48
4422,13,大溪區,東五區(一四五),復興路二段308號,星期一四五:18:04,星期一四五:18:04,星期一二四五六:18:04
4423,14,大溪區,東五區(一四五),復興路二段65號,星期一四五:18:13,星期一四五:18:13,星期一二四五六:18:13
4424,15,大溪區,東五區(一四五),復興路一段852號,星期一四五:18:25,星期一四五:18:25,星期一二四五六:18:25
4425,16,大溪區,東五區(一四五),復興路一段263巷105號,星期一四五:18:30,星期一四五:18:30,星期一二四五六:18:30
4426,17,大溪區,東五區(一四五),美山路二段一巷98弄30號,星期一四五:18:55,星期一四五:18:55,星期一二四五六:18:55
4427,18,大溪區,東五區(一四五),復興路一段39巷272號,星期一四五:19:10,星期一四五:19:10,星期一二四五六:19:10
4428,19,大溪區,東五區(一四五),美山路一段601巷87號,星期一四五:19:20,星期一四五:19:20,星期一二四五六:19:20
4429,20,大溪區,東五區(一四五),美山路一段37號,星期一四五:19:32,星期一四五:19:32,星期一二四五六:19:32
4430,1,大溪區,東五區(二六),復興路一段98號,星期二六:17:00,星期二六:17:00,星期一二四五六:17:00
4431,2,大溪區,東五區(二六),復興路一段342巷1號,星期二六:17:05,星期二六:17:05,星期一二四五六:17:05
4432,3,大溪區,東五區(二六),復興路一段218巷100號,星期二六:17:09,星期二六:17:09,星期一二四五六:17:09
4433,4,大溪區,東五區(二六),慈康路639巷51號,星期二六:17:13,星期二六:17:13,星期一二四五六:17:13
4434,5,大溪區,東五區(二六),復興路一段906號,星期二六:17:15,星期二六:17:15,星期一二四五六:17:15
4435,6,大溪區,東五區(二六),頭寮路210號,星期二六:17:22,星期二六:17:22,星期一二四五六:17:22
4436,7,大溪區,東五區(二六),復興路一段1130號,星期二六:17:30,星期二六:17:30,星期一二四五六:17:30
4437,8,大溪區,東五區(二六),承恩路8號,星期二六:17:40,星期二六:17:40,星期一二四五六:17:40
4438,9,大溪區,東五區(二六),承恩路881號,星期二六:17:45,星期二六:17:45,星期一二四五六:17:45
4439,10,大溪區,東五區(二六),環湖路二段360號,星期二六:17:50,星期二六:17:50,星期一二四五六:17:50
4440,11,大溪區,東五區(二六),環湖路二段636號,星期二六:17:55,星期二六:17:55,星期一二四五六:17:55
4441,12,大溪區,東五區(二六),環湖路二段900號,星期二六:18:00,星期二六:18:00,星期一二四五六:18:00
4442,13,大溪區,東五區(二六),復興路二段185號,星期二六:18:03,星期二六:18:03,星期一二四五六:18:03
4443,14,大溪區,東五區(二六),復興路二段65號,星期二六:18:10,星期二六:18:10,星期一二四五六:18:10
4444,15,大溪區,東五區(二六),復興路一段852號,星期二六:18:25,星期二六:18:25,星期一二四五六:18:25
4445,16,大溪區,東五區(二六),復興路一段263巷105號,星期二六:18:30,星期二六:18:30,星期一二四五六:18:30
4446,17,大溪區,東五區(二六),復興路一段39巷272號,星期二六:19:10,星期二六:19:10,星期一二四五六:19:10
4447,18,大溪區,東五區(二六),美山路一段601巷87號,星期二六:19:20,星期二六:19:20,星期一二四五六:19:20
4448,19,大溪區,東五區(二六),美山路一段37號,星期二六:19:35,星期二六:19:35,星期一二四五六:19:35
4449,1,大園區,路線一,消防隊週邊：大園里3鄰和平2街5號,"星期一四:16:30,星期二五六:17:00","星期一四:16:30,星期二五六:17:00",星期一二五:17:00
4450,2,大園區,路線一,仁德宮旁御品皇家社區：田心里30鄰華興路一段70巷,"星期一四:17:00,星期二五六:17:20","星期一四:17:00,星期二五六:17:20",星期一二五:17:20
4451,3,大園區,路線一,巨星社區：田心里24鄰和平西路54巷,"星期一四:17:10,星期二五六:17:30","星期一四:17:10,星期二五六:17:30",星期一二五:17:30
4452,4,大園區,路線一,大園分局至文中街：田心里7鄰中正西路11號,"星期一四:17:20,星期二五六:17:40","星期一四:17:20,星期二五六:17:40",星期一二五:17:40
4453,5,大園區,路線一,田心里1鄰大觀路100號,"星期一四:17:40,星期二五六:17:55","星期一四:17:40,星期二五六:17:55",星期一二五:17:55
4454,6,大園區,路線一,田心里21鄰新興路268巷,"星期一四:17:55,星期二五六:18:10","星期一四:17:55,星期二五六:18:10",星期一二五:18:10
4455,7,大園區,路線一,長興街：田心里21鄰長興街22號,"星期一四:18:05,星期二五六:18:15","星期一四:18:05,星期二五六:18:15",星期一二五:18:15
4456,8,大園區,路線一,田心里13鄰華中街13巷,"星期一四:18:10,星期二五六:18:20","星期一四:18:10,星期二五六:18:20",星期一二五:18:20
4457,9,大園區,路線一,華興路：田心里6鄰華興路3號,"星期一四:18:20,星期二五六:18:30","星期一四:18:20,星期二五六:18:30",星期一二五:18:30
4458,10,大園區,路線一,田心里11鄰大興路61號,"星期一四:19:10,星期二五六:18:35","星期一四:19:10,星期二五六:18:35",星期一二五:18:35
4459,11,大園區,路線一,黎明小鎮：田心里18鄰新園街73號,"星期一四:19:30,星期二五六:18:45","星期一四:19:30,星期二五六:18:45",星期一二五:18:45
4460,12,大園區,路線一,黃金海岸社區：南港里大觀路558巷,"星期一四:19:45,星期二五六:19:00","星期一四:19:45,星期二五六:19:00",星期一二五:19:00
4461,13,大園區,路線一,聯大社區:?南港里大觀路624巷,"星期一四:19:50,星期二五六:19:10","星期一四:19:50,星期二五六:19:10",星期一二五:19:10
4462,14,大園區,路線一,國際路、大觀路：溪海里1鄰大觀路341號,"星期一四:20:00,星期二五六:19:15","星期一四:20:00,星期二五六:19:15",星期一二五:19:15
4463,15,大園區,路線一,大工路：自立街社區,"星期一四:20:15,星期二五六:19:25","星期一四:20:15,星期二五六:19:25",星期一二五:19:25
4464,16,大園區,路線一,京采社區：大觀路585巷,"星期一四:20:35,星期二五六:19:40","星期一四:20:35,星期二五六:19:40",星期一二五:19:40
4465,1,大園區,路線二,民安路：橫峰里1號,"星期一四:16:30,星期二五六:17:00","星期一四:16:30,星期二五六:17:00",星期一四五:17:00
4466,2,大園區,路線二,環保社區,"星期一四:16:40,星期二五六:17:10","星期一四:16:40,星期二五六:17:10",星期一四五:17:10
4467,3,大園區,路線二,統帥社區：橫峰里中山南路一段78巷,"星期一四:16:55,星期二五六:17:25","星期一四:16:55,星期二五六:17:25",星期一四五:17:25
4468,4,大園區,路線二,羅馬社區：橫峰里21鄰61號,"星期一四:17:10,星期二五六:17:35","星期一四:17:10,星期二五六:17:35",星期一四五:17:35
4469,5,大園區,路線二,橫南路松鶴社區：橫峰里7鄰24之27號,"星期一四:17:25,星期二五六:17:50","星期一四:17:25,星期二五六:17:50",星期一四五:17:50
4470,6,大園區,路線二,埔心里中正東路444巷10號,"星期一四:17:35,星期二五六:18:00","星期一四:17:35,星期二五六:18:00",星期一四五:18:00
4471,7,大園區,路線二,天地戀社區：埔心里21鄰81之9號,"星期一四:17:45,星期二五六:18:10","星期一四:17:45,星期二五六:18:10",星期一四五:18:10
4472,8,大園區,路線二,君悅美墅：橫峰里30鄰永園路二段183巷91號,"星期一四:18:05,星期二五六:18:20","星期一四:18:05,星期二五六:18:20",星期一四五:18:20
4473,9,大園區,路線二,高鐵帝寶社區：橫峰里35鄰致成路36號,"星期一四:19:05,星期二五六:18:50","星期一四:19:05,星期二五六:18:50",星期一四五:18:50
4474,10,大園區,路線二,皇家社區：橫峰里31鄰164號,"星期一四:19:15,星期二五六:19:00","星期一四:19:15,星期二五六:19:00",星期一四五:19:00
4475,11,大園區,路線二,海德公園社區,"星期一四:19:35,星期二五六:19:20","星期一四:19:35,星期二五六:19:20",星期一四五:19:20
4476,12,大園區,路線二,新幹線社區：橫峰里大智路41巷1號,"星期一四:19:45,星期二五六:19:35","星期一四:19:45,星期二五六:19:35",星期一四五:19:35
4477,13,大園區,路線二,照鏡34.35.36鄰：田心里36鄰57之5號,"星期一四:20:00,星期二五六:19:50","星期一四:20:00,星期二五六:19:50",星期一四五:19:50
4478,1,大園區,路線三,?林里復興街、自強街（機場口）,"星期一四:16:30,星期二五六:17:00","星期一四:16:30,星期二五六:17:00",星期一四五:17:00
4479,2,大園區,路線三,果林里8鄰58號之17號,"星期一四:16:45,星期二五六:17:18","星期一四:16:45,星期二五六:17:18",星期一四五:17:18
4480,3,大園區,路線三,?林里福德路102巷136號,"星期一四:16:55,星期二五六:17:26","星期一四:16:55,星期二五六:17:26",星期一四五:17:26
4481,4,大園區,路線三,三石里7鄰370之51號,"星期一四:17:00,星期二五六:17:35","星期一四:17:00,星期二五六:17:35",星期一四五:17:35
4482,5,大園區,路線三,三塊石社區,"星期一四:17:15,星期二五六:17:45","星期一四:17:15,星期二五六:17:45",星期一四五:17:45
4483,6,大園區,路線三,三石里2鄰,"星期一四:17:35,星期二五六:18:05","星期一四:17:35,星期二五六:18:05",星期一四五:18:05
4484,7,大園區,路線三,御和園社區：大園區大海里1鄰,"星期一四:18:10,星期二五六:18:25","星期一四:18:10,星期二五六:18:25",星期一四五:18:25
4485,8,大園區,路線三,大海里長旁,"星期一四:18:20,星期二五六:18:30","星期一四:18:20,星期二五六:18:30",星期一四五:18:30
4486,9,大園區,路線三,籃球場（金滿意社區）：大園區埔心里24鄰59號,"星期一四:19:30,星期二五六:19:00","星期一四:19:30,星期二五六:19:00",星期一四五:19:00
4487,10,大園區,路線三,福隆官廣場：大園區埔心里4鄰31號,"星期一四:19:55,星期二五六:19:15","星期一四:19:55,星期二五六:19:15",星期一四五:19:15
4488,11,大園區,路線三,大園區埔心里25、26鄰,"星期一四:20:00,星期二五六:19:20","星期一四:20:00,星期二五六:19:20",星期一四五:19:20
4489,12,大園區,路線三,埔心里28鄰133號,"星期一四:20:20,星期二五六:19:35","星期一四:20:20,星期二五六:19:35",星期一四五:19:35
4490,13,大園區,路線三,埔心里6鄰中正東路1段261巷97號,"星期一四:20:40,星期二五六:20:00","星期一四:20:40,星期二五六:20:00",星期一四五:20:00
4491,1,大園區,路線四,圳頭國小到牌樓：圳頭里16-20號,"星期一四:16:30,星期二五六:17:00","星期一四:16:30,星期二五六:17:00",星期一二五:17:00
4492,2,大園區,路線四,后厝里11鄰9號社區,"星期一四:16:52,星期二五六:17:20","星期一四:16:52,星期二五六:17:20",星期一二五:17:20
4493,3,大園區,路線四,中華路江南村社區：中華路742號12鄰,"星期一四:17:30,星期二五六:17:45","星期一四:17:30,星期二五六:17:45",星期一二五:17:45
4494,4,大園區,路線四,三角公園迴轉：竹圍里國際路三段22號,"星期一四:17:45,星期二五六:18:00","星期一四:17:45,星期二五六:18:00",星期一二五:18:00
4495,5,大園區,路線四,後厝國小止：國際路2段149號,"星期一四:17:53,星期二五六:18:10","星期一四:17:53,星期二五六:18:10",星期一二五:18:10
4496,6,大園區,路線四,竹圍街竹圍里坡仔頭25號,"星期一四:17:58,星期二五六:18:20","星期一四:17:58,星期二五六:18:20",星期一二五:18:20
4497,7,大園區,路線四,竹圍福海宮：竹圍街65號6鄰,"星期一四:18:25,星期二五六:18:30","星期一四:18:25,星期二五六:18:30",星期一二五:18:30
4498,8,大園區,路線四,海口機車行：竹圍街48號6鄰,"星期一四:18:45,星期二五六:18:50","星期一四:18:45,星期二五六:18:50",星期一二五:18:50
4499,9,大園區,路線四,光明街至鄉界(休息點)：海口里光明街14鄰,"星期一四:18:54,星期二五六:19:00","星期一四:18:54,星期二五六:19:00",星期一二五:19:00
4500,10,大園區,路線四,海口廣場：海口里58-10號15鄰,"星期一四:19:13,星期二五六:19:10","星期一四:19:13,星期二五六:19:10",星期一二五:19:10
4501,11,大園區,路線四,田寮社區：海口里三民路一段122巷12號7鄰,"星期一四:19:25,星期二五六:19:25","星期一四:19:25,星期二五六:19:25",星期一二五:19:25
4502,12,大園區,路線四,三民路、復興街口,"星期一四:19:45,星期二五六:19:45","星期一四:19:45,星期二五六:19:45",星期一二五:19:45
4503,1,大園區,路線五,信用加油站,"星期一四:16:30,星期二五六:17:00","星期一四:16:30,星期二五六:17:00",星期二四六:17:00
4504,2,大園區,路線五,雲莊社區、成功社區：和平里10鄰,"星期一四:16:55,星期二五六:17:20","星期一四:16:55,星期二五六:17:20",星期二四六:17:20
4505,3,大園區,路線五,吳厝(迴轉)：和平里15鄰,"星期一四:17:05,星期二五六:17:30","星期一四:17:05,星期二五六:17:30",星期二四六:17:30
4506,4,大園區,路線五,新大園社區：溪海里5鄰,"星期一四:17:20,星期二五六:17:45","星期一四:17:20,星期二五六:17:45",星期二四六:17:45
4507,5,大園區,路線五,聖德北路,"星期一四:17:35,星期二五六:18:02","星期一四:17:35,星期二五六:18:02",星期二四六:18:02
4508,6,大園區,路線五,青年城社區：溪海里19~21鄰,"星期一四:17:45,星期二五六:18:10","星期一四:17:45,星期二五六:18:10",星期二四六:18:10
4509,7,大園區,路線五,崙頂：溪海里8鄰,"星期一四:17:55,星期二五六:18:20","星期一四:17:55,星期二五六:18:20",星期二四六:18:20
4510,8,大園區,路線五,梁屋：和平里9鄰,"星期一四:18:25,星期二五六:18:43","星期一四:18:25,星期二五六:18:43",星期二四六:18:43
4511,9,大園區,路線五,環區東路；園十街口,"星期一四:18:35,星期二五六:18:50","星期一四:18:35,星期二五六:18:50",星期二四六:18:50
4512,10,大園區,路線五,羅丹社區,"星期一四:18:50,星期二五六:19:05","星期一四:18:50,星期二五六:19:05",星期二四六:19:05
4513,11,大園區,路線五,花東社區,"星期一四:19:16,星期二五六:19:23","星期一四:19:16,星期二五六:19:23",星期二四六:19:23
4514,12,大園區,路線五,長發工業區,"星期一四:19:20,星期二五六:19:28","星期一四:19:20,星期二五六:19:28",星期二四六:19:28
4515,13,大園區,路線五,聯大社區,"星期一四:19:25,星期二五六:19:33","星期一四:19:25,星期二五六:19:33",星期二四六:19:33
4516,14,大園區,路線五,大皇冠社區,"星期一四:19:40,星期二五六:19:48","星期一四:19:40,星期二五六:19:48",星期二四六:19:48
4517,15,大園區,路線五,大同社區南港里,"星期一四:19:50,星期二五六:19:55","星期一四:19:50,星期二五六:19:55",星期二四六:19:55
4518,1,大園區,路線六,和平二街116號,"星期一四:16:30,星期二五六:17:00","星期一四:16:30,星期二五六:17:00",星期二四六:17:00
4519,2,大園區,路線六,忠孝一街、信義街、新生路169巷、92巷、108巷、中興街,"星期一四:16:50,星期二五六:17:17","星期一四:16:50,星期二五六:17:17",星期二四六:17:17
4520,3,大園區,路線六,圳頭里大埔橋頭社區,"星期一四:17:10,星期二五六:17:35","星期一四:17:10,星期二五六:17:35",星期二四六:17:35
4521,4,大園區,路線六,圳頭里後館,"星期一四:17:32,星期二五六:17:58","星期一四:17:32,星期二五六:17:58",星期二四六:17:58
4522,5,大園區,路線六,后厝5鄰社區(國際路2段2巷)13鄰社區,"星期一四:17:40,星期二五六:18:06","星期一四:17:40,星期二五六:18:06",星期二四六:18:06
4523,6,大園區,路線六,后厝里14鄰、沙崙里9鄰鄰長,"星期一四:17:53,星期二五六:18:18","星期一四:17:53,星期二五六:18:18",星期二四六:18:18
4524,7,大園區,路線六,至尊社區,"星期一四:17:58,星期二五六:18:22","星期一四:17:58,星期二五六:18:22",星期二四六:18:22
4525,8,大園區,路線六,竹圍里4鄰、8鄰（44巷）、9鄰,"星期一四:19:15,星期二五六:18:42","星期一四:19:15,星期二五六:18:42",星期二四六:18:42
4526,9,大園區,路線六,竹圍成功社區、竹圍里10鄰,"星期一四:19:22,星期二五六:18:49","星期一四:19:22,星期二五六:18:49",星期二四六:18:49
4527,10,大園區,路線六,后厝里10鄰社區,"星期一四:20:00,星期二五六:19:35","星期一四:20:00,星期二五六:19:35",星期二四六:19:35
4528,11,大園區,路線六,沙崙里12鄰39號,"星期一四:20:10,星期二五六:19:40","星期一四:20:10,星期二五六:19:40",星期二四六:19:40
4529,12,大園區,路線六,沙崙里6鄰,"星期一四:20:20,星期二五六:19:41","星期一四:20:20,星期二五六:19:41",星期二四六:19:41
4530,13,大園區,路線六,平安路社區,"星期一四:20:30,星期二五六:19:55","星期一四:20:30,星期二五六:19:55",星期二四六:19:55
4531,1,大園區,路線七,內海12鄰：下厝37號12鄰,"星期一四:16:30,星期二五六:17:00","星期一四:16:30,星期二五六:17:00",星期二四六:17:00
4532,2,大園區,路線七,萊爾富：民生路154號10鄰,"星期一四:16:40,星期二五六:17:13","星期一四:16:40,星期二五六:17:13",星期二四六:17:13
4533,3,大園區,路線七,4鄰社區-徐議員：內海里4鄰41之3號,"星期一四:16:55,星期二五六:17:24","星期一四:16:55,星期二五六:17:24",星期二四六:17:24
4534,4,大園區,路線七,水燈池社區：內海里4鄰,"星期一四:17:13,星期二五六:17:45","星期一四:17:13,星期二五六:17:45",星期二四六:17:45
4535,5,大園區,路線七,福忠宮：圳頭里9鄰25號,"星期一四:17:23,星期二五六:17:55","星期一四:17:23,星期二五六:17:55",星期二四六:17:55
4536,6,大園區,路線七,山水儷園社區:圳頭里古亭路220巷,"星期一四:17:43,星期二五六:18:05","星期一四:17:43,星期二五六:18:05",星期二四六:18:05
4537,7,大園區,路線七,下海湖庄內至二三部隊：沙崙2 3鄰,"星期一四:18:15,星期二五六:18:30","星期一四:18:15,星期二五六:18:30",星期二四六:18:30
4538,8,大園區,路線七,海口籃球場(休息點)海口8鄰,"星期一四:18:30,星期二五六:18:40","星期一四:18:30,星期二五六:18:40",星期二四六:18:40
4539,9,大園區,路線七,魚市場：沙崙里10鄰,"星期一四:18:35,星期二五六:18:45","星期一四:18:35,星期二五六:18:45",星期二四六:18:45
4540,10,大園區,路線七,中正東路1段,"星期一四:19:20,星期二五六:19:20","星期一四:19:20,星期二五六:19:20",星期二四六:19:20
4541,11,大園區,路線七,埔心里27鄰社區,"星期一四:19:35,星期二五六:19:35","星期一四:19:35,星期二五六:19:35",星期二四六:19:35
4542,12,大園區,路線七,成家社區600號,"星期一四:19:45,星期二五六:19:45","星期一四:19:45,星期二五六:19:45",星期二四六:19:45
4543,1,大園區,路線八,公館-拔子林-26號田園社區：32鄰,"星期一四:16:30,星期二五六:17:00","星期一四:16:30,星期二五六:17:00",星期二四六:17:00
4544,2,大園區,路線八,理想家(拔子林27號)(大地之愛)：37鄰,"星期一四:16:40,星期二五六:17:10","星期一四:16:40,星期二五六:17:10",星期二四六:17:10
4545,3,大園區,路線八,紫竹林觀音寺：35鄰58號,"星期一四:16:55,星期二五六:17:25","星期一四:16:55,星期二五六:17:25",星期二四六:17:25
4546,4,大園區,路線八,金谷超商：26鄰70號,"星期一四:17:15,星期二五六:17:40","星期一四:17:15,星期二五六:17:40",星期二四六:17:40
4547,5,大園區,路線八,民生社區：23 24 25鄰　崁下177號,"星期一四:17:25,星期二五六:17:50","星期一四:17:25,星期二五六:17:50",星期二四六:17:50
4548,6,大園區,路線八,五福社區：28鄰67號,"星期一四:17:35,星期二五六:18:00","星期一四:17:35,星期二五六:18:00",星期二四六:18:00
4549,7,大園區,路線八,家康診所後面社區：38鄰　崁下62號,"星期一四:17:40,星期二五六:18:05","星期一四:17:40,星期二五六:18:05",星期二四六:18:05
4550,8,大園區,路線八,三和社區：三和路22巷,"星期一四:17:50,星期二五六:18:10","星期一四:17:50,星期二五六:18:10",星期二四六:18:10
4551,9,大園區,路線八,富升社區：拔子林22號5~7鄰,"星期一四:18:25,星期二五六:18:45","星期一四:18:25,星期二五六:18:45",星期二四六:18:45
4552,10,大園區,路線八,鄉界:三民路二段812號,"星期一四:18:35,星期二五六:18:50","星期一四:18:35,星期二五六:18:50",星期二四六:18:50
4553,11,大園區,路線八,億客來：2鄰9號,"星期一四:19:45,星期二五六:19:15","星期一四:19:45,星期二五六:19:15",星期二四六:19:15
4554,12,大園區,路線八,文林社區：17臨崁下35號,"星期一四:20:10,星期二五六:19:35","星期一四:20:10,星期二五六:19:35",星期二四六:19:35
4555,13,大園區,路線八,?林路105巷口,"星期一四:20:15,星期二五六:19:40","星期一四:20:15,星期二五六:19:40",星期二四六:19:40
4556,1,大園區,路線九,中華路：117號,"星期一四:16:30,星期二五六:17:00","星期一四:16:30,星期二五六:17:00",星期二四六:17:00
4557,2,大園區,路線九,新生北路：大圍里24~28鄰4號,"星期一四:16:35,星期二五六:17:05","星期一四:16:35,星期二五六:17:05",星期二四六:17:05
4558,3,大園區,路線九,新生路,"星期一四:16:45,星期二五六:17:10","星期一四:16:45,星期二五六:17:10",星期二四六:17:10
4559,4,大園區,路線九,市場周圍：大圍里30鄰2號,"星期一四:17:00,星期二五六:17:25","星期一四:17:00,星期二五六:17:25",星期二四六:17:25
4560,5,大園區,路線九,中華路郵局段：10號,"星期一四:17:10,星期二五六:17:35","星期一四:17:10,星期二五六:17:35",星期二四六:17:35
4561,6,大園區,路線九,中山北路戶政事務所段：162號,"星期一四:17:15,星期二五六:17:45","星期一四:17:15,星期二五六:17:45",星期二四六:17:45
4562,7,大園區,路線九,中山南路,"星期一四:17:30,星期二五六:18:00","星期一四:17:30,星期二五六:18:00",星期二四六:18:00
4563,8,大園區,路線九,南門社區,"星期一四:17:35,星期二五六:18:05","星期一四:17:35,星期二五六:18:05",星期二四六:18:05
